Context,Word,Probability
was Sofie auch machte  sie machte genau [MASK],dasselbe,0.00863481406122446
Sofie auch machte  sie machte genau dasselbe [MASK],,2.6459556767832737e-09
auch machte  sie machte genau dasselbe  [MASK],Sofie,1.1312667993479408e-06
machte  sie machte genau dasselbe  Sofie [MASK],versuchte,3.185435843988671e-07
 sie machte genau dasselbe  Sofie versuchte [MASK],dem,7.24016863387078e-05
sie machte genau dasselbe  Sofie versuchte dem [MASK],Spiegelbild,0.0012639800552278757
machte genau dasselbe  Sofie versuchte dem Spiegelbild [MASK],mit,0.0005838494980707765
genau dasselbe  Sofie versuchte dem Spiegelbild mit [MASK],einer,0.0050302473828196526
dasselbe  Sofie versuchte dem Spiegelbild mit einer [MASK],blitzschnellen,1.1156658729305491e-05
 Sofie versuchte dem Spiegelbild mit einer blitzschnellen [MASK],Bewegung,0.0010828952072188258
Sofie versuchte dem Spiegelbild mit einer blitzschnellen Bewegung [MASK],zuvorzukommen,0.0007451459532603621
versuchte dem Spiegelbild mit einer blitzschnellen Bewegung zuvorzukommen [MASK],,6.915760195624898e-07
dem Spiegelbild mit einer blitzschnellen Bewegung zuvorzukommen  [MASK],aber,2.7275307274976512e-06
Spiegelbild mit einer blitzschnellen Bewegung zuvorzukommen  aber [MASK],die,0.0003787438035942614
mit einer blitzschnellen Bewegung zuvorzukommen  aber die [MASK],andere,0.001229067798703909
einer blitzschnellen Bewegung zuvorzukommen  aber die andere [MASK],war,0.003592665307223797
blitzschnellen Bewegung zuvorzukommen  aber die andere war [MASK],genauso,0.0009553857962600887
Bewegung zuvorzukommen  aber die andere war genauso [MASK],schnell,0.002206906210631132
zuvorzukommen  aber die andere war genauso schnell [MASK],,4.342344084307115e-07
 aber die andere war genauso schnell  [MASK],Wer,2.625778847686888e-07
aber die andere war genauso schnell  Wer [MASK],bist,4.589782838593237e-05
die andere war genauso schnell  Wer bist [MASK],du,0.006775824353098869
andere war genauso schnell  Wer bist du [MASK],,4.3852001141431174e-08
war genauso schnell  Wer bist du  [MASK],fragte,1.881243042589631e-05
genauso schnell  Wer bist du  fragte [MASK],Sofie,7.479592945003333e-09
schnell  Wer bist du  fragte Sofie [MASK],,7.554850078861364e-09
 Wer bist du  fragte Sofie  [MASK],Auch,6.570549260231928e-08
Wer bist du  fragte Sofie  Auch [MASK],jetzt,1.4456719327426981e-05
bist du  fragte Sofie  Auch jetzt [MASK],bekam,0.00012086226342944428
du  fragte Sofie  Auch jetzt bekam [MASK],sie,0.018754353746771812
 fragte Sofie  Auch jetzt bekam sie [MASK],keine,0.001264495775103569
fragte Sofie  Auch jetzt bekam sie keine [MASK],Antwort,0.6820788979530334
Sofie  Auch jetzt bekam sie keine Antwort [MASK],,2.1529453988478053e-06
 Auch jetzt bekam sie keine Antwort  [MASK],aber,2.773757114482578e-05
Auch jetzt bekam sie keine Antwort  aber [MASK],für,7.290981739060953e-05
jetzt bekam sie keine Antwort  aber für [MASK],einen,0.0015510746743530035
bekam sie keine Antwort  aber für einen [MASK],kurzen,0.0011429734295234084
sie keine Antwort  aber für einen kurzen [MASK],Moment,0.06031174585223198
keine Antwort  aber für einen kurzen Moment [MASK],,3.660220954770921e-06
Antwort  aber für einen kurzen Moment  [MASK],wusste,5.958587507848279e-07
 aber für einen kurzen Moment  wusste [MASK],sie,0.015500909648835659
aber für einen kurzen Moment  wusste sie [MASK],einfach,8.199515286833048e-05
für einen kurzen Moment  wusste sie einfach [MASK],nicht,0.000959153170697391
einen kurzen Moment  wusste sie einfach nicht [MASK],,8.217118647735333e-07
kurzen Moment  wusste sie einfach nicht  [MASK],ob,0.0008673657430335879
Moment  wusste sie einfach nicht  ob [MASK],sie,0.012639080174267292
 wusste sie einfach nicht  ob sie [MASK],oder,0.0037119807675480843
wusste sie einfach nicht  ob sie oder [MASK],ihr,0.010374094359576702
sie einfach nicht  ob sie oder ihr [MASK],Spiegelbild,0.00019282121502328664
einfach nicht  ob sie oder ihr Spiegelbild [MASK],diese,0.00038995943032205105
nicht  ob sie oder ihr Spiegelbild diese [MASK],Frage,0.0015900394646450877
 ob sie oder ihr Spiegelbild diese Frage [MASK],gestellt,0.00812639482319355
ob sie oder ihr Spiegelbild diese Frage gestellt [MASK],hatte,0.027083154767751694
sie oder ihr Spiegelbild diese Frage gestellt hatte [MASK],,2.422709712845972e-06
oder ihr Spiegelbild diese Frage gestellt hatte  [MASK],Sofie,9.432154612909471e-09
ihr Spiegelbild diese Frage gestellt hatte  Sofie [MASK],,7.988979291440046e-07
Spiegelbild diese Frage gestellt hatte  Sofie  [MASK],drückte,1.8224503946839832e-05
diese Frage gestellt hatte  Sofie  drückte [MASK],den,5.399230940383859e-05
Frage gestellt hatte  Sofie  drückte den [MASK],Zeigefinger,0.003066417993977666
gestellt hatte  Sofie  drückte den Zeigefinger [MASK],auf,0.009671422652900219
hatte  Sofie  drückte den Zeigefinger auf [MASK],die,0.001299457624554634
 Sofie  drückte den Zeigefinger auf die [MASK],Nase,0.07769951969385147
Sofie  drückte den Zeigefinger auf die Nase [MASK],im,9.265870176022872e-05
 drückte den Zeigefinger auf die Nase im [MASK],Spiegel,0.008402224630117416
drückte den Zeigefinger auf die Nase im Spiegel [MASK],und,0.0018904706230387092
den Zeigefinger auf die Nase im Spiegel und [MASK],sagte,0.0001487289264332503
Zeigefinger auf die Nase im Spiegel und sagte [MASK],,1.417651560586819e-07
auf die Nase im Spiegel und sagte  [MASK],Du,1.2728687579510733e-05
die Nase im Spiegel und sagte  Du [MASK],bist,0.0072851586155593395
